NP_524896.2	NM_080086.2	50.000	52	26	0	388	439	1304	1459	4.84e-07	53.5
NP_524896.2	NM_078663.3	48.077	52	27	0	388	439	1114	1269	5.78e-07	53.5
NP_524896.2	NM_057438.4	50.000	52	26	0	388	439	1989	2144	5.90e-07	53.5
NP_524896.2	NM_001042788.4	50.000	52	26	0	388	439	2036	2191	6.06e-07	53.5
NP_524896.2	NM_139420.4	50.980	51	25	0	390	440	1417	1569	1.19e-06	52.4
NP_524896.2	NM_142681.3	38.571	70	41	1	372	439	772	981	1.59e-06	51.6
NP_524896.2	NM_078662.3	48.077	52	27	0	388	439	1430	1585	1.61e-06	52.0
NP_524896.2	NM_001272712.1	48.077	52	27	0	388	439	1470	1625	1.82e-06	52.0
NP_524896.2	NM_079711.3	48.077	52	27	0	388	439	1504	1659	1.97e-06	51.6
NP_524896.2	NM_057309.3	48.077	52	27	0	388	439	1960	2115	3.64e-06	50.8
NP_524896.2	NM_001275879.1	48.077	52	27	0	388	439	1960	2115	3.64e-06	50.8
NP_524896.2	NM_078764.3	48.000	50	26	0	391	440	1104	1253	4.89e-06	50.4
NP_524896.2	NM_001272713.1	48.077	52	27	0	388	439	1119	1274	6.99e-06	50.1
NP_524896.2	NM_001110931.2	46.154	52	28	0	388	439	601	756	7.18e-06	49.7
NP_524896.2	NM_164382.2	40.000	60	36	0	380	439	642	821	8.40e-06	49.7
NP_524896.2	NM_001015473.3	46.154	52	28	0	388	439	1070	1225	8.99e-06	49.7
NP_524896.2	NM_001275876.2	48.077	52	27	0	388	439	920	1075	9.23e-06	49.3
NP_524896.2	NM_079710.4	48.077	52	27	0	388	439	920	1075	1.11e-05	49.3
NP_524896.2	NM_078976.4	40.385	52	31	0	388	439	1576	1731	1.98e-05	48.5
NP_524896.2	NM_165841.2	40.385	52	31	0	388	439	1903	2058	2.05e-05	48.5
NP_524896.2	NM_176240.2	41.509	53	31	0	387	439	779	937	3.59e-05	47.4
NP_524896.2	NM_079110.3	41.538	65	37	1	375	439	429	620	6.08e-05	46.2
NP_524896.2	NM_078975.4	40.385	52	31	0	388	439	1682	1837	1.01e-04	46.2
NP_524896.2	NM_166413.3	40.385	52	31	0	388	439	1973	2128	1.06e-04	46.2
NP_524896.2	NM_164990.3	36.765	68	40	1	372	439	899	1093	1.10e-04	46.2
NP_524896.2	NM_165839.3	40.385	52	31	0	388	439	2825	2980	1.11e-04	46.2
NP_524896.2	NM_165838.3	40.385	52	31	0	388	439	1682	1837	1.16e-04	46.2
NP_524896.2	NM_144357.3	42.308	52	30	0	388	439	2004	2159	1.21e-04	46.2
NP_524896.2	NM_078832.3	36.765	68	40	1	372	439	770	964	1.32e-04	45.8
NP_524896.2	NM_001298513.1	40.385	52	31	0	388	439	2840	2995	1.93e-04	45.4
NP_524896.2	NM_134474.5	40.385	52	31	0	388	439	2590	2745	1.94e-04	45.4
NP_524896.2	NM_001298514.1	40.385	52	31	0	388	439	2840	2995	1.95e-04	45.4
NP_524896.2	NM_132587.4	40.385	52	31	0	388	439	842	997	2.79e-04	44.7
NP_524896.2	NM_079317.3	39.655	58	35	0	382	439	1490	1663	3.18e-04	44.7
NP_524896.2	NM_170531.4	40.385	52	31	0	388	439	1874	2029	5.41e-04	43.9
NP_524896.2	NM_001144658.2	40.385	52	31	0	388	439	1874	2029	5.41e-04	43.9
NP_524896.2	NM_142444.2	43.396	53	30	0	388	440	1297	1455	5.44e-04	43.9
NP_524896.2	NM_206591.2	40.385	52	31	0	388	439	1889	2044	6.66e-04	43.9
NP_524896.2	NM_137912.2	42.308	52	30	0	388	439	649	804	6.95e-04	43.1
NP_524896.2	NM_057982.4	45.455	55	27	1	388	439	529	693	6.97e-04	43.5
NP_524896.2	NM_001014582.2	40.385	52	31	0	388	439	1381	1536	7.36e-04	43.5
NP_524896.2	NM_079318.3	40.385	52	31	0	388	439	1448	1603	7.40e-04	43.5
NP_524896.2	NM_001300118.1	40.385	52	31	0	388	439	1448	1603	7.62e-04	43.5
NP_524896.2	NM_001103605.2	38.235	68	37	2	375	439	704	901	0.001	43.1
NP_524896.2	NM_001298663.1	38.235	68	37	2	375	439	704	901	0.001	43.1
NP_524896.2	NM_001169463.1	40.385	52	31	0	388	439	243	398	0.001	42.4
NP_524896.2	NM_079139.4	40.385	52	31	0	388	439	740	895	0.001	42.7
NP_524896.2	NM_057678.5	46.512	43	23	0	397	439	1245	1373	0.001	42.7
NP_524896.2	NM_001103670.3	40.385	52	31	0	388	439	851	1006	0.002	42.0
NP_524896.2	NM_078665.3	35.385	65	42	0	375	439	493	687	0.002	41.6
NP_524896.2	NM_001298460.1	40.385	52	31	0	388	439	1092	1247	0.003	41.6
NP_524896.2	NM_133014.3	40.385	52	31	0	388	439	1092	1247	0.003	41.6
NP_524896.2	NM_176410.3	45.238	42	23	0	398	439	517	642	0.003	41.6
NP_524896.2	NM_169157.3	45.238	42	23	0	398	439	502	627	0.003	41.2
NP_524896.2	NM_079138.2	36.538	52	33	0	388	439	870	1025	0.006	40.4
NP_524896.2	NM_169159.4	45.238	42	23	0	398	439	539	664	0.007	40.4
NP_524896.2	NM_176411.3	45.238	42	23	0	398	439	524	649	0.007	40.4
NP_524896.2	NM_166789.2	33.962	53	35	0	387	439	1317	1475	0.011	39.7
NP_524896.2	NM_001014694.2	33.962	53	35	0	387	439	1365	1523	0.011	39.7
NP_524896.2	NM_079889.3	33.962	53	35	0	387	439	1745	1903	0.011	39.7
NP_524896.2	NM_001014693.2	33.962	53	35	0	387	439	1925	2083	0.011	39.7
NP_524896.2	NM_142664.2	40.000	50	30	0	388	437	326	475	0.012	38.5
NP_524896.2	NM_079899.4	35.849	53	34	0	387	439	1320	1478	0.016	39.3
NP_524896.2	NM_167478.3	36.667	60	33	2	385	440	898	1074	0.035	38.1
NP_524896.2	NM_078636.5	36.667	60	33	2	385	440	937	1113	0.035	38.1
NP_524896.2	NM_001272664.1	36.667	60	33	2	385	440	921	1097	0.036	38.1
NP_524896.2	NM_001272663.2	36.667	60	33	2	385	440	968	1144	0.036	38.1
NP_524896.2	NM_001299722.1	36.000	50	32	0	388	437	683	832	0.038	38.1
NP_524896.2	NM_079075.5	36.000	50	32	0	388	437	683	832	0.038	37.7
NP_524896.2	NM_001043098.2	36.000	50	32	0	388	437	704	853	0.044	37.7
NP_524896.2	NM_001299721.1	36.000	50	32	0	388	437	704	853	0.045	37.7
NP_524896.2	NM_001299723.1	36.000	50	32	0	388	437	1192	1341	0.048	37.7
NP_524896.2	NM_078834.3	32.692	52	35	0	388	439	1367	1522	0.052	37.4
NP_524896.2	NM_001103918.3	36.000	50	32	0	388	437	1192	1341	0.053	37.4
NP_524896.2	NM_165017.2	32.692	52	35	0	388	439	2823	2978	0.057	37.4
NP_524896.2	NM_001298948.1	32.692	52	35	0	388	439	2925	3080	0.057	37.4
NP_524896.2	NM_001298949.1	32.692	52	35	0	388	439	3482	3637	0.058	37.4
NP_524896.2	NM_001299724.1	36.000	50	32	0	388	437	1213	1362	0.060	37.4
NP_524896.2	NM_001038743.1	32.692	52	35	0	388	439	912	1067	0.060	37.4
NP_524896.2	NM_001299725.1	36.000	50	32	0	388	437	1213	1362	0.061	37.4
NP_524896.2	NM_001297968.1	32.692	52	35	0	388	439	912	1067	0.069	37.0
NP_524896.2	NM_078536.4	34.615	52	34	0	388	439	1029	1184	0.081	37.0
NP_524896.2	NM_001272418.1	34.615	52	34	0	388	439	809	964	0.091	37.0
NP_524896.2	NM_001272417.1	34.615	52	34	0	388	439	497	652	0.093	37.0
NP_524896.2	NM_001272416.1	34.615	52	34	0	388	439	730	885	0.094	37.0
NP_524896.2	NM_001014727.3	34.615	52	34	0	388	439	1011	1166	0.094	37.0
NP_524896.2	NM_079224.5	38.462	52	32	0	388	439	1581	1736	0.26	35.4
NP_524896.2	NM_001316455.1	38.462	52	32	0	388	439	1581	1736	0.26	35.4
NP_524896.2	NM_001316454.1	38.462	52	32	0	388	439	1581	1736	0.26	35.4
NP_524896.2	NM_001169884.2	38.462	52	32	0	388	439	1581	1736	0.26	35.4
NP_524896.2	NM_001300028.1	38.462	52	32	0	388	439	1581	1736	0.26	35.4
NP_524896.2	NM_057601.3	34.615	52	34	0	388	439	1326	1481	0.28	35.0
NP_524896.2	NM_001144290.2	34.615	52	34	0	388	439	1326	1481	0.28	35.0
NP_524896.2	NM_132004.3	34.615	52	34	0	388	439	1478	1633	0.28	35.0
NP_524896.2	NM_001297969.1	34.615	52	34	0	388	439	1478	1633	0.29	35.0
NP_524896.2	NM_132272.3	42.857	42	24	0	398	439	260	385	0.35	34.7
NP_524896.2	NM_001272423.2	42.857	42	24	0	398	439	260	385	0.38	34.7
NP_524896.2	NM_170523.3	34.483	58	37	1	382	439	1504	1674	0.41	34.7
NP_524896.2	NM_170522.4	34.483	58	37	1	382	439	2441	2611	0.43	34.7
NP_524896.2	NM_057502.5	34.483	58	37	1	382	439	2441	2611	0.43	34.7
NP_524896.2	NM_001298947.1	36.538	52	33	0	388	439	1783	1938	0.44	34.7
NP_524896.2	NM_057311.5	36.538	52	33	0	388	439	2221	2376	0.45	34.7
NP_524896.2	NM_001103683.2	36.538	52	33	0	388	439	3451	3606	0.46	34.7
NP_524896.2	NM_001272429.2	29.630	54	35	1	389	439	440	601	1.8	32.7
NP_524896.2	NM_132277.3	29.630	54	35	1	389	439	1534	1695	3.9	31.6
NP_524896.2	NM_001299423.1	35.088	57	34	1	386	439	346	516	5.1	31.2
NP_524896.2	NM_165912.2	35.088	57	34	1	386	439	578	748	5.9	30.8
NP_524896.2	NM_078990.3	35.088	57	34	1	386	439	361	531	6.0	30.8
NP_524896.2	NM_001202316.2	47.619	21	11	0	229	249	124	186	6.9	29.3
NP_524896.2	NM_165911.2	35.088	57	34	1	386	439	578	748	6.9	30.8
NP_524896.2	NM_001274833.1	35.294	51	33	0	382	432	1490	1642	9.0	30.4
